group_name,app_name,platform,region,language,denominator,numerator,conversion_rate
this,ms,ios,S,n,1455744,26912,0.02773015
this,ms,android,S,n,785328,19344,0.036947619
base,ms,ios,S,n,694912,175520,0.25257874
base,ms,android,S,n,440512,156800,0.35594944
this,ms,android,S,s,174736,4896,0.042027194
this,ms,android,S,s,173296,4848,0.041960947
base,ms,android,S,s,127584,55520,0.43516428
base,ms,android,D,n,120661,44807,0.371346168
this,ms,android,D,n,109305,40683,0.372197063
base,ms,android,S,s,87840,36000,0.40983607
this,ms,android,H,n,77378,29288,0.378505518
base,ms,android,H,n,74751,29021,0.388235609
this,ms,ios,S,s,72528,1408,0.029119788
this,ms,android,s,n,53232,1584,0.044634806
this,ms,android,N,n,48728,23479,0.481837958
base,ms,android,N,n,48179,22833,0.473920173
base,ms,android,N,i,46788,13391,0.286205865
base,ms,android,R,r,45864,18262,0.39817722
this,ms,android,R,r,41352,16315,0.394539563
this,ms,android,N,i,41021,12280,0.299358865
base,ms,ios,S,s,39632,10400,0.26241421
this,ms,android,E,r,38234,14353,0.37539886
base,ms,android,s,n,37696,16800,0.44567063
this,ms,android,N,i,36985,18614,0.503285116
base,ms,android,E,r,36790,13746,0.37363414
this,ms,android,S,h,36432,176,0.007246377
base,ms,android,N,i,36416,18444,0.506480668
this,si,android,D,n,34555,7357,0.21290696
this,ms,android,U,u,32129,13397,0.416975318
base,ms,android,G,n,28944,13529,0.467419845
this,tv,android,S,n,28896,656,0.034053156
this,ms,android,G,n,28693,13084,0.455999721
base,ms,android,S,h,28656,2720,0.09491904
base,ms,ios,E,r,24562,6368,0.259262275
base,ms,android,U,u,23386,10042,0.429402206
this,ms,android,R,t,21467,8856,0.412540178
base,ms,android,R,t,21414,8680,0.405342299
this,ms,ios,E,r,18747,5053,0.269536459
this,ms,android,s,r,17280,560,0.048611111
this,ms,android,R,o,16136,6309,0.390989093
base,tv,android,S,n,15872,6560,0.41330645
this,ms,ios,s,n,15408,336,0.03271028
this,ms,android,H,h,15311,4814,0.314414473
base,ms,android,O,s,15247,6347,0.416278612
base,ms,ios,N,i,15046,4194,0.278745181
base,ms,android,X,s,14783,6238,0.421971183
this,ms,ios,N,i,14452,3765,0.260517575
this,ms,android,O,s,14225,5948,0.418137083
base,ms,android,H,h,14062,4487,0.319086901
this,ms,ios,S,i,14016,224,0.023972603
base,ms,ios,U,u,14001,4876,0.348260839
this,ms,ios,S,r,13888,192,0.020725389
this,ms,android,X,s,13854,5892,0.425292334
this,ms,android,s,r,13648,368,0.040421793
base,ms,android,R,o,12848,4845,0.377101494
this,ms,ios,U,u,11986,4064,0.339062239
base,ms,ios,S,r,11248,2720,0.24182077
base,ms,android,R,r,10856,4412,0.406411201
this,ms,android,D,n,10736,5186,0.48304769
this,ms,ios,S,r,10192,160,0.023529412
base,ms,ios,s,n,10032,2880,0.28708134
base,ms,android,T,t,10017,4349,0.434161925
base,ms,android,D,n,9756,4659,0.477552276
base,ms,android,s,r,9712,4800,0.49423394
this,tv,ios,S,n,9616,160,0.024937656
this,ms,android,T,t,9365,3983,0.425306994
base,ms,android,s,r,8704,3520,0.40441176
base,ms,ios,S,i,8320,2080,0.25
base,ms,ios,S,r,8288,1920,0.23166023
base,ms,android,E,n,7867,3495,0.444260836
this,ms,android,E,n,7769,3437,0.442399279
this,ms,ios,S,u,7552,112,0.022222222
this,ms,android,R,r,7519,3082,0.409894933
base,ms,android,R,s,7505,3204,0.42691539
this,ms,android,Y,s,7466,2839,0.380257166
this,ms,android,S,r,7392,160,0.032467532
base,ms,android,D,n,7163,2660,0.371352785
this,ms,android,S,r,6960,160,0.034482759
base,ms,android,Y,s,6870,2569,0.373944687
this,ms,android,D,n,6843,2729,0.398801695
this,ms,android,R,s,6486,2774,0.42769041
this,ms,ios,S,s,6336,144,0.034090909
base,ms,android,S,r,6240,1760,0.28205128
base,tv,ios,S,n,6032,1440,0.23872679
base,ms,android,S,r,5856,2080,0.35519126
base,ms,ios,S,u,5584,1440,0.25787966
this,ems,android,H,h,5473,2094,0.382605518
base,tv,android,N,n,5315,2632,0.495202258
base,ms,android,W,h,5189,1844,0.355367123
this,tv,android,N,n,4947,2577,0.520921771
base,si,android,D,n,4876,892,0.182936833
this,ms,android,S,l,4864,128,0.039408867
base,ms,android,K,n,4859,1836,0.377855526
base,tv,android,E,r,4791,1336,0.278856189
this,ms,android,K,n,4696,1794,0.382027257
base,ms,ios,S,s,4560,1600,0.35087719
base,ems,android,H,h,4526,1898,0.419354839
this,ms,android,W,h,4491,1660,0.369628145
base,tv,android,D,n,4257,2182,0.512567536
this,tv,android,D,n,4190,1981,0.472792363
this,ms,android,K,r,4053,1732,0.427337774
base,ms,android,K,r,4024,1771,0.440109344
base,ms,android,N,e,4020,2142,0.532835821
this,ms,android,N,e,3908,2094,0.535823951
this,ms,ios,s,u,3856,64,0.02484472
base,ms,android,Y,n,3833,1288,0.33602922
base,ms,ios,s,u,3808,960,0.25210084
this,ms,android,S,t,3744,32,0.012820513
this,tv,android,s,n,3744,112,0.044871795
this,ms,android,Y,n,3488,1164,0.333715596
base,ms,ios,E,n,3467,789,0.227574272
base,ms,ios,H,n,3383,1226,0.362400236
base,ms,android,N,l,3232,1788,0.553217822
this,ms,ios,S,h,3184,32,0.015037594
this,tv,android,S,s,3184,64,0.030075188
base,ms,android,N,n,3164,1682,0.531605563
base,ms,ios,P,a,3101,497,0.16027088
this,ms,ios,H,n,3050,1038,0.340327869
this,ms,android,N,n,3045,1654,0.54318555
base,ms,android,N,a,3032,1600,0.527704485
this,ms,android,N,l,3019,1662,0.550513415
this,ms,android,N,a,2987,1544,0.516906595
this,ms,ios,E,e,2967,698,0.235254466
base,ms,ios,E,e,2965,646,0.217875211
this,tv,android,E,r,2962,901,0.304186361
base,ms,android,N,n,2956,1571,0.531461434
this,ms,android,S,a,2896,64,0.033057851
this,ms,android,N,n,2847,1518,0.533192835
base,ms,android,S,l,2832,1120,0.39548023
this,ms,ios,R,r,2798,850,0.30378842
this,ms,android,s,o,2752,64,0.034782609
base,ms,ios,S,h,2720,480,0.17647059
this,tv,android,S,s,2640,80,0.045454545
this,ms,ios,E,n,2603,610,0.234344987
this,ms,android,S,u,2592,64,0.037037037
this,ms,ios,s,r,2496,48,0.028846154
this,ms,ios,s,i,2448,32,0.019607843
this,ms,android,S,n,2416,64,0.03960396
base,ms,ios,N,n,2346,962,0.410059676
this,ms,ios,N,n,2345,827,0.352665245
this,ms,ios,P,a,2316,366,0.158031088
this,ms,android,s,s,2304,48,0.03125
this,ms,android,S,e,2256,48,0.031914894
this,ems,android,N,i,2237,831,0.37147966
base,ms,android,P,a,2207,701,0.317625736
base,ms,ios,R,r,2191,622,0.283888635
this,ms,android,s,n,2160,32,0.022222222
this,ms,android,s,y,2160,48,0.033333333
base,tv,android,S,s,2096,800,0.38167939
this,ms,android,P,a,2081,704,0.338298895
this,ms,ios,s,r,2064,64,0.046511628
base,ems,android,N,i,2040,756,0.370588235
base,ms,android,S,u,2016,800,0.3968254
this,ms,android,U,z,2009,1074,0.534594326
this,ms,ios,s,s,1968,48,0.036585366
base,tv,android,s,n,1952,640,0.32786885
base,ms,android,s,r,1920,800,0.41666667
base,ms,ios,W,h,1851,686,0.370610481
base,ms,ios,D,n,1836,614,0.334422658
this,ms,android,s,l,1824,32,0.026315789
base,ms,android,U,z,1808,1005,0.555862832
base,ms,android,S,e,1792,480,0.26785714
base,ms,android,S,n,1760,640,0.36363636
base,tv,android,R,t,1753,589,0.335995436
base,ms,android,s,o,1728,640,0.37037037
this,ms,android,s,s,1696,32,0.028169014
this,ms,ios,N,i,1653,611,0.369630974
base,ms,android,S,a,1648,480,0.29126214
base,ms,ios,s,r,1648,480,0.29126214
this,tv,android,R,t,1636,632,0.386308068
this,ms,android,s,t,1632,48,0.044117647
this,tv,android,N,i,1624,813,0.500615764
this,ms,android,U,z,1612,509,0.315756824
base,ms,ios,N,i,1605,610,0.380062305
base,tv,android,N,i,1584,827,0.52209596
base,ms,android,s,n,1568,480,0.30612245
base,tv,android,S,s,1536,640,0.41666667
this,ms,ios,D,n,1515,490,0.323432343
this,tv,android,H,n,1513,668,0.44150694
this,tv,android,U,u,1488,608,0.408602151
this,ms,android,E,e,1449,594,0.409937888
this,ms,android,S,a,1440,32,0.033333333
this,ms,android,E,r,1431,508,0.354996506
this,ms,android,s,r,1408,48,0.050847458
base,ms,android,E,r,1401,471,0.336188437
this,ms,android,U,k,1397,484,0.346456693
base,tv,android,H,n,1385,655,0.472924188
this,ms,ios,W,h,1383,550,0.397686189
base,ms,android,U,z,1361,538,0.395297575
base,tv,android,U,u,1333,523,0.392348087
base,ms,android,s,s,1328,480,0.36144578
base,ms,android,s,s,1312,480,0.36585366
this,ms,android,S,r,1312,32,0.036363636
this,ms,android,Y,h,1284,232,0.180685358
base,ms,android,U,k,1249,440,0.352281825
base,ms,ios,s,i,1248,320,0.25641026
base,ms,android,H,h,1233,82,0.066504461
base,ms,android,N,r,1134,569,0.501763668
base,ms,ios,Y,s,1130,422,0.373451327
base,ms,android,Y,h,1115,251,0.225112108
base,ms,ios,R,t,1106,355,0.320976492
base,ms,android,D,d,1105,467,0.422624434
base,ms,android,s,t,1088,480,0.44117647
this,ms,ios,R,t,1087,359,0.330266789
this,ms,android,N,r,1083,552,0.509695291
this,si,android,N,n,1079,481,0.445783133
base,ms,android,N,r,1057,562,0.531693472
base,ms,android,s,l,1056,320,0.3030303
this,tv,android,D,n,1056,508,0.481060606
base,ms,android,Y,n,1043,455,0.436241611
this,ms,android,H,h,1026,34,0.033138402
base,ms,android,S,t,1024,480,0.46875
this,ms,android,S,n,1024,32,0.046511628
base,ms,ios,R,r,1017,444,0.436578171
this,ms,android,N,r,1001,543,0.542457542
base,ms,android,U,r,1000,492,0.492
this,ms,android,D,d,990,390,0.393939394
base,ms,android,s,u,976,320,0.32786885
this,ms,ios,Y,s,969,365,0.376676987
this,ms,android,Y,n,968,432,0.446280992
this,ms,ios,R,r,966,412,0.426501035
base,tv,android,D,n,959,482,0.502606882
this,ms,android,U,r,958,393,0.410229645
base,ms,android,R,r,935,361,0.386096257
this,tv,android,N,i,923,384,0.41603467
this,ms,ios,X,s,916,298,0.325327511
this,ms,ios,Y,n,914,287,0.314004376
base,si,android,N,n,901,371,0.411764706
base,ms,ios,X,s,899,321,0.357063404
this,ms,android,R,r,893,319,0.357222844
this,si,android,D,n,884,274,0.309954751
base,ms,android,S,i,880,320,0.36363636
base,tv,android,N,i,872,349,0.400229358
base,ms,android,E,e,781,338,0.432778489
this,ms,android,D,n,751,286,0.380825566
this,tv,android,X,s,746,293,0.392761394
base,ms,ios,Y,n,728,212,0.291208791
this,ms,ios,T,t,688,262,0.380813953
base,ms,android,H,n,681,270,0.396475771
this,tv,android,O,s,678,293,0.432153392
base,ms,android,D,n,675,258,0.382222222
this,md,android,D,n,655,389,0.59389313
this,ms,android,D,h,645,13,0.020155039
base,ms,ios,T,t,641,254,0.39625585
this,ms,android,E,i,638,265,0.415360502
base,tv,android,O,s,635,269,0.423622047
this,ms,android,H,n,632,227,0.359177215
this,ms,ios,R,o,626,199,0.317891374
this,ms,ios,N,n,622,58,0.093247588
this,ms,ios,O,s,613,200,0.326264274
base,ms,android,N,a,602,307,0.509966777
base,ms,ios,O,s,600,218,0.363333333
base,ms,android,E,i,597,260,0.435510888
base,ms,ios,N,n,588,90,0.153061224
base,ms,android,D,s,582,58,0.099656357
this,ms,android,D,s,579,51,0.088082902
this,ms,android,W,n,578,368,0.636678201
base,tv,android,X,s,577,284,0.49220104
this,ms,android,N,a,558,272,0.487455197
this,tv,android,D,n,556,261,0.46942446
base,ms,android,E,d,552,227,0.411231884
base,si,android,D,n,541,224,0.414048059
this,ms,android,N,o,534,251,0.470037453
base,ms,android,N,o,533,260,0.487804878
base,ms,android,W,n,519,328,0.631984586
base,ms,ios,G,n,518,302,0.583011583
base,ms,android,N,s,513,307,0.598440546
this,ms,android,E,d,508,215,0.423228346
base,md,android,D,n,507,295,0.581854043
this,ms,android,D,i,492,193,0.392276423
this,ms,ios,G,n,489,293,0.599182004
base,ms,android,D,h,487,11,0.022587269
base,tv,android,R,r,486,229,0.471193416
this,ms,android,N,s,486,290,0.596707819
base,ms,ios,H,h,478,157,0.328451883
base,ms,android,D,i,476,211,0.443277311
base,tv,android,K,n,475,246,0.517894737
this,tv,android,K,n,472,270,0.572033898
this,ms,ios,H,h,464,158,0.340517241
base,tv,android,D,n,462,215,0.465367965
base,ms,android,N,u,453,230,0.507726269
base,ms,ios,R,o,452,142,0.314159292
this,ms,android,N,u,429,208,0.484848485
base,tv,android,E,n,419,203,0.484486874
this,tv,android,R,r,418,197,0.471291866
base,ms,ios,D,n,413,133,0.322033898
base,tv,ios,E,r,413,127,0.307506053
base,ms,android,N,h,407,12,0.029484029
this,ms,android,N,h,399,14,0.035087719
this,ms,android,U,n,397,170,0.428211587
this,ms,ios,D,n,393,132,0.335877863
base,ms,android,H,h,375,16,0.042666667
base,ems,android,N,n,374,218,0.582887701
base,tv,android,G,n,363,172,0.473829201
this,tv,android,G,n,363,177,0.487603306
this,tv,ios,E,r,362,120,0.331491713
this,ems,android,N,n,362,210,0.580110497
this,tv,android,R,s,361,172,0.476454294
this,ms,android,H,y,352,143,0.40625
this,tv,android,E,n,347,178,0.5129683
base,ms,android,N,r,342,17,0.049707602
base,tv,android,R,s,340,158,0.464705882
this,ms,android,H,l,327,135,0.412844037
this,ems,ios,H,h,325,139,0.427692308
base,ms,android,H,l,319,123,0.385579937
base,ms,android,Y,a,317,106,0.334384858
this,tv,android,H,h,314,128,0.407643312
base,ms,android,W,n,311,171,0.549839228
this,ms,android,N,n,306,4,0.013071895
base,ms,ios,E,n,305,92,0.301639344
base,ms,android,U,n,300,131,0.436666667
this,ms,android,N,t,299,0,0
this,ms,android,N,n,297,104,0.35016835
base,ms,android,H,y,296,128,0.432432432
base,ems,ios,H,h,291,115,0.395189003
this,ms,ios,E,n,287,76,0.264808362
this,ms,android,W,n,274,148,0.540145985
this,ms,android,N,s,273,0,0
base,ms,ios,U,n,266,103,0.387218045
base,ms,ios,W,n,266,71,0.266917293
this,ms,android,E,e,264,91,0.34469697
base,ms,android,N,n,259,64,0.247104247
base,tv,android,H,h,258,120,0.465116279
this,ems,ios,N,i,250,113,0.452
this,ems,android,D,n,249,128,0.514056225
this,ms,android,H,h,249,8,0.032128514
this,ms,android,Y,a,241,88,0.365145228
base,md,android,N,n,236,89,0.377118644
base,ms,ios,K,n,233,83,0.356223176
this,ms,ios,R,n,233,66,0.283261803
this,md,android,N,n,225,109,0.484444444
this,ms,ios,K,n,224,91,0.40625
base,ms,ios,R,s,220,77,0.35
this,ms,android,E,h,220,3,0.013636364
base,ems,android,D,n,219,104,0.474885845
base,ms,ios,E,r,218,71,0.325688073
this,tv,android,Y,s,218,104,0.47706422
this,ms,ios,E,r,214,69,0.322429907
this,tv,android,K,r,213,111,0.521126761
base,ms,android,E,e,212,61,0.287735849
this,ms,android,U,a,212,54,0.254716981
base,ms,android,E,h,211,3,0.014218009
base,tv,android,Y,n,209,58,0.277511962
this,ms,ios,U,n,207,64,0.309178744
this,ms,android,T,n,204,92,0.450980392
base,ms,android,T,n,199,94,0.472361809
this,ms,ios,W,n,197,68,0.345177665
base,ems,ios,N,i,196,102,0.520408163
base,tv,android,T,t,194,85,0.43814433
base,ms,android,R,n,193,80,0.414507772
base,ms,android,N,j,190,75,0.394736842
this,tv,android,N,l,190,108,0.568421053
base,tv,android,K,r,188,86,0.457446809
base,tv,android,Y,s,188,94,0.5
base,tv,ios,N,i,187,79,0.422459893
this,ms,android,N,j,186,70,0.376344086
this,tv,android,N,a,185,94,0.508108108
this,si,android,N,i,185,63,0.340540541
base,tv,android,N,l,184,98,0.532608696
this,tv,android,N,n,184,95,0.516304348
base,si,android,N,i,182,67,0.368131868
base,tv,android,N,a,182,88,0.483516484
this,ms,ios,R,s,182,70,0.384615385
base,ms,android,Y,d,174,75,0.431034483
base,tv,android,N,e,173,93,0.537572254
this,tv,ios,N,i,173,75,0.433526012
this,tv,android,T,t,173,73,0.421965318
this,ms,android,Y,d,167,63,0.377245509
base,ms,ios,K,r,166,72,0.43373494
this,ms,ios,K,r,166,67,0.403614458
base,ms,android,K,a,165,69,0.418181818
base,ms,ios,R,n,164,47,0.286585366
this,ms,ios,D,n,159,59,0.371069182
base,ms,android,N,h,157,7,0.044585987
this,ms,android,K,a,156,64,0.41025641
this,tv,android,N,e,156,78,0.5
base,ms,android,R,h,154,4,0.025974026
base,tv,ios,N,n,152,73,0.480263158
this,ms,android,R,n,151,58,0.38410596
base,ms,ios,E,i,150,55,0.366666667
this,md,android,D,n,150,86,0.573333333
base,ms,android,X,h,149,2,0.013422819
base,ms,ios,D,n,148,62,0.418918919
this,ms,android,X,h,147,0,0
base,ms,android,K,i,145,66,0.455172414
base,ems,android,D,n,144,75,0.520833333
this,tv,android,P,a,144,48,0.333333333
this,ms,android,R,s,144,62,0.430555556
base,tv,android,N,n,142,65,0.457746479
base,tv,android,P,a,142,26,0.183098592
this,ms,ios,N,l,142,65,0.457746479
base,ms,ios,N,l,138,69,0.5
base,md,android,D,n,136,91,0.669117647
this,ms,android,R,h,134,0,0
base,ms,ios,P,n,133,36,0.270676692
this,ms,android,K,i,133,64,0.481203008
base,tv,android,N,n,130,73,0.561538462
base,ms,android,N,d,129,55,0.426356589
this,ms,ios,P,n,126,30,0.238095238
this,tv,ios,N,n,125,69,0.552
this,ms,ios,N,e,124,63,0.508064516
base,ms,ios,P,i,123,36,0.292682927
base,ms,ios,D,n,122,46,0.37704918
this,ms,android,E,n,122,64,0.524590164
this,tv,android,N,n,122,57,0.467213115
base,tv,android,R,o,121,38,0.314049587
base,ms,android,E,n,120,48,0.4
this,ems,android,D,n,119,57,0.478991597
base,ms,ios,N,e,118,44,0.372881356
this,ms,android,R,n,117,38,0.324786325
base,ms,ios,N,a,116,47,0.405172414
this,ms,ios,P,i,116,35,0.301724138
base,ms,android,R,s,115,47,0.408695652
this,ms,ios,D,n,115,58,0.504347826
this,ms,android,R,n,113,35,0.309734513
base,ms,android,Y,y,111,48,0.432432432
base,ms,android,D,r,109,52,0.47706422
base,ms,android,R,n,109,36,0.330275229
this,tv,android,R,o,109,26,0.23853211
this,ms,ios,N,a,106,36,0.339622642
base,ems,android,R,r,105,61,0.580952381
base,tv,android,W,h,105,30,0.285714286
this,tv,android,Y,n,105,60,0.571428571
this,tv,android,U,z,103,56,0.54368932
this,ms,android,N,h,100,5,0.05
base,ms,android,O,h,99,2,0.02020202
base,tv,ios,U,u,99,29,0.292929293
this,ms,android,R,n,99,45,0.454545455
this,tv,ios,U,u,99,26,0.262626263
base,ms,android,D,r,98,44,0.448979592
this,ms,ios,Y,h,97,35,0.360824742
base,tv,android,U,z,95,46,0.484210526
base,ms,android,X,n,95,43,0.452631579
this,tv,android,W,h,94,34,0.361702128
this,ms,android,D,r,93,30,0.322580645
this,ems,android,E,r,92,44,0.47826087
this,ms,android,D,r,91,29,0.318681319
this,ms,android,X,n,91,41,0.450549451
this,ms,android,N,m,90,23,0.255555556
this,ms,android,N,d,88,32,0.363636364
base,ms,android,R,n,87,36,0.413793103
base,ms,android,s,h,87,17,0.195402299
base,si,android,N,n,86,40,0.465116279
this,tv,android,R,r,86,33,0.38372093
base,tv,android,R,r,85,34,0.4
base,ms,android,s,y,85,20,0.235294118
this,ms,android,U,h,85,4,0.047058824
this,ems,android,R,r,84,46,0.547619048
base,ms,ios,E,u,83,27,0.325301205
this,tv,android,D,n,83,58,0.698795181
base,ms,android,U,a,82,29,0.353658537
base,ems,android,E,r,80,24,0.3
base,tv,ios,E,n,80,29,0.3625
this,ms,ios,E,i,80,28,0.35
base,ms,android,O,n,79,34,0.430379747
this,ms,android,N,y,79,34,0.430379747
this,ms,ios,R,n,78,19,0.243589744
base,ms,android,S,a,76,17,0.223684211
this,ms,android,U,k,76,34,0.447368421
this,ms,android,O,n,75,21,0.28
base,tv,ios,N,i,74,30,0.405405405
base,ms,android,N,m,74,25,0.337837838
base,ms,android,E,n,73,20,0.273972603
base,ms,ios,H,n,72,26,0.361111111
this,ms,ios,E,r,72,22,0.305555556
this,ms,ios,X,n,72,27,0.375
base,ms,android,E,u,71,42,0.591549296
base,ms,android,N,y,70,33,0.471428571
base,ms,ios,S,t,70,9,0.128571429
base,ms,ios,W,i,70,26,0.371428571
this,tv,android,N,r,70,28,0.4
base,ms,android,E,a,69,17,0.246376812
base,tv,android,N,r,69,28,0.405797101
base,ms,ios,Y,h,69,28,0.405797101
this,ms,android,E,v,69,33,0.47826087
this,si,android,N,n,69,18,0.260869565
base,ms,ios,N,n,68,33,0.485294118
base,ms,ios,R,n,68,20,0.294117647
base,tv,ios,R,r,68,29,0.426470588
base,tv,android,Y,n,68,43,0.632352941
this,ms,android,Y,y,68,29,0.426470588
base,ems,android,H,n,67,41,0.611940299
base,ms,android,R,h,67,5,0.074626866
base,ms,ios,R,e,67,14,0.208955224
this,ms,android,E,u,66,20,0.303030303
this,tv,ios,R,r,66,19,0.287878788
base,tv,ios,H,n,65,26,0.4
base,ms,ios,U,r,65,31,0.476923077
this,ms,android,W,i,65,36,0.553846154
this,tv,android,Y,n,65,48,0.738461538
this,ems,android,H,n,64,37,0.578125
base,ms,ios,s,r,63,20,0.317460317
base,ms,android,E,v,62,31,0.5
base,tv,android,N,r,62,28,0.451612903
base,ms,android,P,n,62,34,0.548387097
base,ms,android,U,h,62,3,0.048387097
this,ms,android,E,n,62,35,0.564516129
this,ms,ios,H,n,62,28,0.451612903
this,ms,ios,R,e,62,12,0.193548387
base,ms,ios,E,r,61,18,0.295081967
base,ms,android,K,n,61,26,0.426229508
base,ms,android,S,k,61,21,0.344262295
base,ms,ios,S,e,61,14,0.229508197
this,ms,android,K,r,61,27,0.442622951
this,ms,android,O,h,61,0,0
this,ms,ios,W,i,61,16,0.262295082
base,ms,ios,N,a,60,24,0.4
base,ms,android,W,i,60,24,0.4
this,ms,ios,E,u,60,21,0.35
base,ms,android,R,n,59,23,0.389830508
base,ms,ios,s,s,59,16,0.271186441
this,ms,android,H,m,59,13,0.220338983
this,tv,ios,H,n,59,22,0.372881356
base,ms,android,s,g,58,20,0.344827586
base,ms,ios,s,h,58,19,0.327586207
this,tv,ios,E,n,58,19,0.327586207
this,ms,android,P,n,58,16,0.275862069
base,ms,android,R,u,57,25,0.438596491
this,ms,android,E,a,57,15,0.263157895
base,ms,ios,X,n,56,13,0.232142857
this,ms,android,E,r,56,30,0.535714286
this,ms,android,R,h,56,2,0.035714286
base,ms,android,H,m,55,15,0.272727273
base,ems,android,K,n,55,24,0.436363636
this,tv,ios,s,n,55,19,0.345454545
base,si,android,N,d,54,13,0.240740741
base,ms,android,R,r,54,28,0.518518519
base,ms,ios,Y,n,54,19,0.351851852
this,si,android,N,d,54,28,0.518518519
this,ms,ios,N,a,54,22,0.407407407
this,ms,ios,S,e,54,10,0.185185185
base,ms,ios,E,n,53,19,0.358490566
base,ms,android,E,r,52,30,0.576923077
base,tv,ios,H,h,52,19,0.365384615
this,si,android,D,s,52,12,0.230769231
this,ms,android,G,r,52,20,0.384615385
this,tv,ios,H,h,52,15,0.288461538
this,tv,ios,N,i,52,19,0.365384615
this,ms,android,R,u,52,16,0.307692308
this,ms,android,R,i,52,20,0.384615385
this,ems,android,U,u,52,31,0.596153846
base,tv,android,E,r,51,22,0.431372549
base,ms,android,G,r,51,21,0.411764706
base,ms,android,s,r,51,22,0.431372549
base,ms,ios,S,n,51,12,0.235294118
this,ms,android,E,n,50,17,0.34
this,tv,android,E,r,50,14,0.28
this,ms,android,K,n,50,18,0.36
this,ms,ios,N,n,50,22,0.44
this,ms,ios,R,u,50,11,0.22
this,ms,android,S,k,50,18,0.36
this,ems,android,K,n,49,19,0.387755102
this,ms,ios,R,n,49,17,0.346938776
base,ms,android,N,h,48,9,0.1875
base,ms,android,R,l,48,18,0.375
base,ms,android,s,r,48,20,0.416666667
this,ms,android,E,r,48,21,0.4375
this,ms,android,s,r,48,18,0.375
base,ms,ios,R,i,47,15,0.319148936
base,ms,android,S,r,47,13,0.276595745
this,tv,android,N,r,47,18,0.382978723
this,ms,android,N,h,47,10,0.212765957
this,tv,android,s,r,47,16,0.340425532
this,ms,ios,S,t,47,12,0.255319149
base,ms,android,N,n,46,1,0.02173913
base,ms,android,S,r,46,18,0.391304348
this,tv,android,W,n,46,20,0.434782609
base,tv,android,E,e,45,21,0.466666667
base,ems,android,H,n,45,14,0.311111111
base,ms,android,P,d,45,28,0.622222222
base,tv,android,s,r,45,11,0.244444444
this,ems,android,H,o,45,22,0.488888889
this,ms,android,s,u,45,18,0.4
base,ms,ios,E,e,44,13,0.295454545
base,ems,android,H,o,44,25,0.568181818
base,ems,android,N,i,44,30,0.681818182
base,tv,ios,s,n,44,16,0.363636364
base,ems,android,U,u,44,25,0.568181818
this,tv,android,D,d,44,24,0.545454545
this,ms,android,E,i,44,19,0.431818182
this,ems,android,N,i,44,36,0.818181818
this,tv,ios,R,r,44,16,0.363636364
this,ms,ios,T,n,44,16,0.363636364
this,ms,android,U,o,44,16,0.363636364
base,ms,android,K,r,43,17,0.395348837
base,ms,android,K,j,43,18,0.418604651
base,ms,ios,R,u,43,11,0.255813953
base,ms,android,S,n,43,20,0.465116279
this,ems,android,H,n,43,14,0.325581395
this,ms,android,S,i,43,10,0.23255814
this,ms,android,U,y,43,11,0.255813953
base,ms,android,R,i,42,24,0.571428571
this,ms,ios,E,v,42,14,0.333333333
this,ms,ios,E,n,42,13,0.30952381
this,ms,ios,E,e,42,14,0.333333333
this,ms,ios,O,n,42,12,0.285714286
this,ms,android,R,a,42,13,0.30952381
this,ms,ios,R,i,42,6,0.142857143
this,ms,ios,U,r,42,23,0.547619048
base,tv,android,D,n,41,25,0.609756098
base,si,android,N,n,41,7,0.170731707
this,ms,android,R,u,41,16,0.390243902
this,ms,android,s,r,41,15,0.365853659
base,ms,android,Y,i,40,14,0.35
this,ms,android,s,h,40,6,0.15
base,ms,android,E,n,39,12,0.307692308
base,ms,ios,R,n,39,17,0.435897436
this,tv,ios,R,t,39,11,0.282051282
base,ms,ios,E,v,38,14,0.368421053
base,ms,android,R,u,38,15,0.394736842
base,ms,android,s,u,38,15,0.394736842
base,ms,android,S,i,38,12,0.315789474
base,ms,android,U,k,38,18,0.473684211
this,ems,android,E,n,38,24,0.631578947
this,ms,android,R,r,38,21,0.552631579
this,ms,ios,S,n,38,13,0.342105263
this,ms,android,S,o,38,11,0.289473684
this,tv,android,U,n,38,16,0.421052632
base,ms,android,E,r,37,18,0.486486486
base,ms,android,R,s,37,15,0.405405405
base,tv,android,s,r,37,22,0.594594595
base,ms,ios,T,n,37,14,0.378378378
this,ms,android,R,r,37,14,0.378378378
this,tv,android,R,r,37,15,0.405405405
this,ms,ios,R,i,37,7,0.189189189
this,ems,android,S,n,37,16,0.432432432
this,ms,android,s,u,37,13,0.351351351
base,tv,android,D,d,36,18,0.5
base,ems,android,E,n,36,25,0.694444444
base,ms,ios,S,n,36,18,0.5
base,ms,android,U,t,36,13,0.361111111
this,tv,android,E,d,36,27,0.75
this,ms,ios,s,h,36,15,0.416666667
this,ms,android,T,s,36,17,0.472222222
this,ms,android,Y,i,36,15,0.416666667
base,ms,android,H,o,35,8,0.228571429
this,tv,ios,G,n,35,18,0.514285714
this,ms,android,H,o,35,8,0.228571429
this,ms,android,K,j,35,14,0.4
this,tv,android,N,o,35,20,0.571428571
this,ms,android,R,l,35,15,0.428571429
this,ms,android,Y,h,35,6,0.171428571
base,ms,android,H,i,34,9,0.264705882
base,ms,android,K,r,34,12,0.352941176
base,ms,android,K,r,34,14,0.411764706
