group_name,app_name,platform,country,language,create_datediff,orders
base,tv,android,R,t,1-7day,4072
base,ms,ios,U,u,1-7day,4068
this,ms,android,G,n,0day,4064
this,ms,android,Y,a,>90day,4055
this,ms,android,K,a,31-90day,4046
this,ms,android,Y,d,>90day,4044
base,tv,android,D,d,>90day,4039
this,ms,android,S,n,0day,4032
this,tv,android,D,d,>90day,4017
base,ms,android,Y,a,>90day,4014
base,ms,android,Y,n,1-7day,4010
this,ms,ios,S,s,>90day,4002
base,ms,ios,W,n,>90day,3996
this,md,android,D,n,>90day,3986
this,ms,android,E,i,31-90day,3981
base,md,android,D,n,>90day,3960
base,ms,android,N,d,>90day,3959
this,ms,ios,D,n,8-30day,3920
base,ms,android,E,e,31-90day,3920
this,ms,ios,W,n,>90day,3915
base,ms,android,Y,d,>90day,3910
base,ms,android,U,k,31-90day,3902
base,ms,ios,D,n,>90day,3897
this,ms,android,N,r,1-7day,3891
base,ms,ios,S,s,8-30day,3881
base,tv,android,E,n,8-30day,3873
this,ms,android,D,d,31-90day,3824
this,ms,android,P,a,8-30day,3806
base,tv,android,G,n,>90day,3788
this,tv,android,E,n,8-30day,3784
base,ms,android,K,r,31-90day,3782
base,si,android,D,n,31-90day,3775
this,tv,android,G,n,>90day,3734
base,ms,android,P,n,>90day,3722
this,ms,android,E,r,8-30day,3717
base,ms,ios,N,i,1-7day,3714
base,ms,ios,R,r,0day,3693
base,ms,ios,U,u,8-30day,3683
this,ms,ios,E,e,0day,3668
this,ms,android,K,d,>90day,3659
base,ms,ios,E,n,31-90day,3657
base,ms,ios,N,n,0day,3654
base,ms,android,R,n,>90day,3646
base,tv,android,U,u,1-7day,3632
this,ms,ios,Y,s,>90day,3625
base,ms,android,D,n,31-90day,3622
base,ms,ios,H,n,1-7day,3594
base,tv,android,H,h,31-90day,3587
this,ems,ios,H,h,8-30day,3586
base,tv,android,K,n,8-30day,3582
this,ms,ios,E,n,31-90day,3567
this,ms,ios,E,n,1-7day,3564
this,ms,android,P,a,1-7day,3561
this,ms,ios,K,n,>90day,3560
base,ems,ios,H,h,1-7day,3536
this,ms,ios,N,i,8-30day,3522
this,ms,android,R,n,>90day,3514
this,ms,android,S,r,>90day,3512
base,ms,android,E,r,8-30day,3507
base,tv,android,N,i,1-7day,3501
this,ms,android,D,n,31-90day,3490
base,ms,ios,E,n,1-7day,3483
this,ms,android,D,r,31-90day,3482
base,ms,android,P,a,1-7day,3481
base,ms,android,P,a,0day,3475
this,ms,android,D,r,31-90day,3474
this,ms,ios,S,s,31-90day,3463
this,ms,ios,D,n,1-7day,3462
this,ms,ios,E,r,0day,3458
base,ms,android,S,r,>90day,3449
this,ms,ios,P,a,8-30day,3437
this,tv,android,D,n,1-7day,3433
this,ms,android,U,u,0day,3428
this,tv,android,R,t,1-7day,3428
base,tv,android,X,s,8-30day,3425
this,ms,android,P,n,>90day,3421
base,ms,android,R,r,31-90day,3413
this,ms,ios,N,n,0day,3404
this,ms,ios,N,i,1-7day,3393
base,ms,ios,H,n,0day,3387
this,ms,android,R,t,0day,3382
this,tv,ios,U,u,>90day,3377
this,tv,android,H,h,31-90day,3373
base,ms,android,K,i,31-90day,3366
base,ms,ios,K,n,>90day,3363
base,tv,android,O,s,8-30day,3359
this,ms,android,E,d,31-90day,3352
this,tv,android,X,s,8-30day,3335
this,tv,android,N,i,1-7day,3335
this,tv,android,K,n,8-30day,3332
base,ms,android,K,d,>90day,3306
base,si,android,N,n,1-7day,3300
this,ms,android,D,d,8-30day,3285
base,tv,ios,U,u,>90day,3274
this,tv,android,U,u,1-7day,3244
this,ms,android,U,z,>90day,3240
this,ms,android,N,o,31-90day,3208
this,ms,android,P,a,0day,3195
base,ms,ios,N,i,8-30day,3192
base,ms,ios,T,t,0day,3176
this,ms,ios,S,s,0day,3168
base,tv,android,N,r,>90day,3165
this,ms,ios,R,r,8-30day,3157
this,ms,android,s,n,0day,3148
base,ms,ios,W,h,31-90day,3111
base,ems,android,N,n,8-30day,3107
base,ms,android,U,z,>90day,3098
base,ms,android,N,o,1-7day,3085
this,ms,ios,W,h,31-90day,3071
base,ms,android,N,o,31-90day,3048
base,ms,ios,P,a,1-7day,3044
base,ms,ios,R,r,1-7day,3041
base,ms,ios,S,s,31-90day,3028
this,si,android,N,n,1-7day,3018
this,tv,android,O,s,8-30day,3013
this,ms,android,R,r,31-90day,2998
base,ms,ios,E,e,0day,2995
base,ms,ios,Y,s,>90day,2988
base,tv,android,R,r,8-30day,2986
base,ms,ios,R,r,31-90day,2984
this,tv,android,D,n,8-30day,2959
this,tv,android,N,r,>90day,2952
this,ms,android,N,o,8-30day,2942
base,tv,android,Y,n,31-90day,2942
this,ems,android,N,i,0day,2940
base,tv,android,U,n,>90day,2935
this,ms,ios,P,a,1-7day,2933
this,si,android,D,n,31-90day,2930
this,ms,android,K,n,31-90day,2917
this,ms,ios,D,n,0day,2910
base,ms,android,X,n,>90day,2903
base,ms,android,E,i,1-7day,2901
base,ms,ios,R,t,31-90day,2898
base,ms,ios,R,r,31-90day,2859
base,ms,ios,W,h,1-7day,2841
this,tv,ios,N,i,>90day,2836
base,ms,ios,W,h,0day,2834
base,ms,android,R,r,0day,2823
this,tv,ios,Y,n,>90day,2818
base,ms,android,D,d,31-90day,2818
base,tv,android,R,s,31-90day,2815
this,ms,android,Y,n,1-7day,2815
this,ms,android,N,s,31-90day,2812
this,ms,ios,R,r,1-7day,2811
this,ms,ios,W,h,0day,2809
base,ms,ios,D,n,0day,2807
base,ms,android,E,e,31-90day,2793
base,ms,android,D,d,1-7day,2793
base,tv,android,U,u,0day,2791
this,ms,android,H,l,>90day,2789
base,ms,android,K,j,31-90day,2789
this,tv,android,Y,n,31-90day,2786
this,tv,android,R,s,31-90day,2783
base,ms,ios,E,e,>90day,2768
base,ms,android,N,s,31-90day,2765
base,ms,ios,X,s,31-90day,2764
base,ms,android,H,l,>90day,2764
this,tv,android,U,n,>90day,2757
base,tv,ios,N,i,>90day,2710
this,tv,android,S,n,1-7day,2710
base,tv,android,R,t,0day,2707
this,ms,android,H,n,31-90day,2701
this,ms,ios,R,r,0day,2699
this,tv,android,Y,s,31-90day,2697
this,ms,ios,E,e,>90day,2695
this,ms,android,N,s,8-30day,2686
this,ms,android,U,z,0day,2678
this,ms,android,X,n,>90day,2675
this,ms,ios,T,t,8-30day,2674
base,tv,android,Y,s,31-90day,2669
base,tv,android,D,n,1-7day,2659
this,ms,android,N,u,31-90day,2656
this,ms,ios,R,r,31-90day,2655
base,tv,android,N,i,0day,2655
this,si,android,D,n,8-30day,2653
this,ms,ios,G,n,>90day,2647
base,ms,android,H,n,31-90day,2632
base,ms,android,E,i,8-30day,2630
base,tv,android,D,n,8-30day,2621
base,ms,android,K,r,31-90day,2598
base,ms,android,D,d,8-30day,2595
base,ms,android,R,n,>90day,2584
base,ms,android,N,r,0day,2575
this,ms,ios,S,s,1-7day,2567
base,tv,ios,Y,n,>90day,2565
this,ms,android,R,s,>90day,2565
base,ms,android,N,r,0day,2554
this,ms,android,R,n,>90day,2549
this,tv,android,R,r,8-30day,2537
this,ms,ios,X,s,31-90day,2536
this,ms,android,E,e,31-90day,2530
this,ms,android,E,r,1-7day,2527
base,ms,android,R,s,>90day,2526
base,ms,android,D,d,0day,2516
this,ms,android,U,k,31-90day,2511
this,md,android,D,n,1-7day,2509
this,ms,android,E,e,31-90day,2504
base,ems,android,R,r,31-90day,2500
base,ms,android,R,r,8-30day,2496
this,ms,android,D,d,1-7day,2491
base,ms,android,N,u,31-90day,2481
base,ms,ios,G,n,>90day,2466
this,ms,ios,R,r,8-30day,2465
this,ems,android,N,n,8-30day,2462
base,ms,ios,N,i,0day,2457
base,tv,android,N,l,31-90day,2456
base,ms,ios,E,n,8-30day,2451
base,si,android,N,d,>90day,2449
this,ems,android,R,r,>90day,2447
this,ms,ios,R,t,31-90day,2437
this,ms,ios,R,r,31-90day,2437
base,ms,android,R,r,1-7day,2430
base,ms,android,U,z,0day,2420
base,ms,ios,T,t,31-90day,2419
this,ms,ios,N,i,0day,2419
this,ms,ios,T,t,31-90day,2415
base,tv,android,S,n,1-7day,2396
base,si,android,N,n,0day,2387
this,ms,android,E,d,8-30day,2377
this,ms,android,N,a,31-90day,2377
this,ms,android,O,s,0day,2374
this,ms,android,N,s,1-7day,2369
this,tv,android,R,t,0day,2365
base,ms,android,N,o,8-30day,2357
base,tv,android,H,n,0day,2344
this,tv,android,N,l,31-90day,2342
this,ms,android,N,u,8-30day,2334
base,tv,android,N,e,31-90day,2329
base,ms,android,W,n,31-90day,2324
base,tv,android,N,a,31-90day,2324
this,tv,ios,H,h,>90day,2315
this,ms,android,X,s,0day,2315
this,ms,android,N,a,8-30day,2309
base,ms,android,K,r,31-90day,2300
base,tv,ios,W,h,>90day,2294
base,tv,ios,H,h,>90day,2290
base,ms,android,D,s,>90day,2288
this,tv,ios,W,h,>90day,2285
this,si,android,N,d,>90day,2281
base,ms,android,E,i,0day,2280
base,ms,android,N,a,31-90day,2277
base,tv,ios,N,n,31-90day,2273
this,tv,android,N,a,31-90day,2268
this,ms,android,H,h,0day,2262
base,ms,android,N,a,1-7day,2260
base,ms,android,E,n,>90day,2259
base,tv,android,K,r,31-90day,2253
this,si,android,D,d,>90day,2245
this,ms,android,D,s,>90day,2243
this,ms,ios,N,l,>90day,2241
this,tv,android,T,t,31-90day,2234
base,ms,android,Y,n,0day,2227
base,ms,ios,W,h,8-30day,2226
this,ms,android,S,n,>90day,2222
this,ms,ios,R,r,1-7day,2221
this,ms,android,D,n,8-30day,2215
base,ms,android,W,n,8-30day,2213
this,ms,ios,Y,s,1-7day,2210
this,ms,android,s,r,31-90day,2202
base,ms,android,S,n,>90day,2198
base,ms,android,U,n,31-90day,2184
base,ms,android,O,n,>90day,2177
this,tv,android,G,n,31-90day,2176
base,ms,android,R,n,>90day,2172
base,md,android,N,n,31-90day,2172
this,ms,ios,E,e,1-7day,2165
this,ms,ios,Y,s,8-30day,2163
this,ms,android,K,r,31-90day,2163
this,tv,android,U,u,0day,2159
this,tv,android,N,e,31-90day,2157
base,md,android,D,n,1-7day,2155
base,ems,ios,H,h,31-90day,2152
this,tv,android,N,i,0day,2152
this,ms,ios,N,i,0day,2151
base,ms,android,N,s,8-30day,2147
base,ms,android,H,n,8-30day,2145
base,md,android,D,n,31-90day,2145
base,tv,ios,N,i,31-90day,2143
base,ms,android,S,r,>90day,2135
base,tv,android,G,n,8-30day,2134
this,ms,android,R,n,>90day,2133
this,ms,android,S,r,>90day,2132
this,ms,android,E,r,0day,2128
base,tv,android,E,r,>90day,2128
base,tv,android,G,n,31-90day,2111
base,ms,ios,T,t,1-7day,2110
this,ms,ios,S,s,>90day,2109
this,ms,android,W,n,31-90day,2108
base,ms,ios,E,e,1-7day,2103
base,ms,android,s,r,31-90day,2102
this,tv,android,R,o,>90day,2098
base,tv,android,E,n,1-7day,2092
base,si,android,D,d,>90day,2090
base,ms,android,N,s,1-7day,2083
base,si,android,D,n,8-30day,2080
base,ms,android,N,u,1-7day,2076
this,ems,android,H,n,>90day,2074
this,ms,android,K,i,31-90day,2072
base,tv,android,S,s,>90day,2070
this,ms,android,E,i,8-30day,2068
base,ms,ios,S,s,>90day,2064
this,tv,android,K,r,31-90day,2045
base,ms,ios,D,n,1-7day,2043
base,ms,ios,R,r,8-30day,2041
base,ms,android,D,n,0day,2040
this,tv,android,S,s,>90day,2034
this,ms,android,E,n,>90day,2034
this,ems,android,D,n,>90day,2033
this,ms,ios,R,t,8-30day,2032
this,ms,ios,G,n,31-90day,2032
base,ms,android,U,r,31-90day,2032
this,tv,android,E,r,>90day,2028
base,ms,android,E,d,8-30day,2025
this,ms,android,O,n,>90day,2016
this,tv,android,H,n,0day,2015
base,si,android,D,n,1-7day,2013
base,ms,ios,G,n,31-90day,2007
this,ms,android,N,a,1-7day,2005
base,tv,android,T,t,31-90day,2003
base,tv,android,R,o,>90day,2001
base,ms,ios,R,r,8-30day,1999
this,ms,ios,E,e,8-30day,1992
this,si,android,D,n,1-7day,1989
base,si,android,N,n,>90day,1983
this,ms,android,R,o,0day,1976
base,ms,ios,N,l,>90day,1973
this,ems,android,N,i,>90day,1965
this,ms,android,N,o,1-7day,1960
this,ms,ios,G,n,8-30day,1956
base,ems,android,H,n,>90day,1955
this,ms,ios,R,s,>90day,1947
base,ems,android,D,n,31-90day,1944
base,ms,android,N,u,8-30day,1942
base,ms,android,N,y,>90day,1939
base,ms,ios,H,h,31-90day,1934
base,tv,android,N,i,0day,1931
base,ms,android,D,n,1-7day,1921
this,ms,android,N,y,>90day,1917
this,ms,android,H,y,31-90day,1916
this,si,android,N,n,>90day,1905
base,ms,android,S,h,0day,1905
base,ms,android,D,n,8-30day,1902
base,ms,ios,R,s,>90day,1901
this,ms,ios,D,n,31-90day,1901
this,ms,android,E,e,1-7day,1897
this,ms,ios,N,e,>90day,1893
this,ms,android,W,n,8-30day,1893
base,ms,ios,N,e,>90day,1889
base,ms,ios,R,t,8-30day,1883
base,ms,android,E,e,8-30day,1882
this,ems,android,D,n,>90day,1879
this,ms,android,U,r,31-90day,1873
base,ms,ios,D,n,31-90day,1872
this,tv,android,K,n,1-7day,1868
this,tv,android,H,h,8-30day,1862
base,ms,android,Y,h,31-90day,1858
base,ms,ios,R,r,1-7day,1857
base,ms,ios,G,n,8-30day,1856
base,ms,android,N,a,8-30day,1855
this,ems,android,R,r,31-90day,1853
this,ems,android,D,n,31-90day,1852
base,ms,android,E,n,>90day,1849
this,tv,ios,N,n,31-90day,1847
base,tv,android,H,h,8-30day,1844
base,ems,android,R,r,>90day,1839
this,ms,android,E,e,8-30day,1832
base,ms,android,Y,y,>90day,1827
this,tv,android,N,o,>90day,1826
this,ms,android,U,n,31-90day,1820
base,tv,android,N,o,>90day,1819
base,ms,ios,O,s,31-90day,1810
this,ms,ios,R,t,1-7day,1806
this,tv,android,R,s,8-30day,1793
this,tv,ios,T,t,>90day,1791
base,ms,android,E,d,1-7day,1791
base,tv,android,O,s,1-7day,1790
this,tv,android,G,n,8-30day,1789
base,ms,android,U,a,>90day,1786
base,tv,android,S,n,>90day,1781
this,ms,android,Y,h,31-90day,1781
this,md,android,N,n,31-90day,1780
this,ms,android,D,d,0day,1780
this,ms,ios,H,h,31-90day,1779
this,ms,android,O,r,>90day,1777
this,ms,android,R,r,0day,1774
base,tv,ios,T,t,>90day,1772
base,ms,ios,X,s,8-30day,1763
this,ms,android,s,r,1-7day,1761
this,ms,android,s,r,8-30day,1756
this,tv,ios,D,n,>90day,1754
base,ms,ios,R,t,1-7day,1752
this,ms,android,U,a,>90day,1750
base,tv,ios,D,n,>90day,1749
base,ms,android,H,y,31-90day,1749
base,sd,android,N,n,>90day,1747
this,ms,android,N,r,0day,1746
this,tv,android,S,n,>90day,1741
base,ms,ios,P,a,31-90day,1737
base,ms,android,N,o,0day,1737
this,ms,android,U,k,1-7day,1736
base,tv,android,X,s,1-7day,1734
this,ms,android,R,r,8-30day,1731
base,tv,android,N,n,31-90day,1731
base,tv,android,D,n,1-7day,1725
base,ms,android,S,u,>90day,1724
base,ems,android,N,i,>90day,1724
base,ms,ios,T,t,8-30day,1723
this,ms,android,E,n,>90day,1720
base,ms,ios,G,n,1-7day,1715
this,ms,ios,X,s,1-7day,1714
base,ms,android,K,d,31-90day,1708
base,ms,android,s,r,8-30day,1702
this,ms,android,s,r,8-30day,1699
this,ms,ios,X,s,8-30day,1693
base,tv,android,R,s,8-30day,1689
this,ms,android,H,n,8-30day,1686
this,ms,android,Y,y,>90day,1681
this,ms,ios,P,a,31-90day,1678
base,ems,android,D,n,>90day,1677
base,ems,android,D,n,>90day,1676
this,ms,android,S,u,>90day,1675
this,tv,android,E,n,1-7day,1671
this,tv,android,N,n,31-90day,1671
this,ms,ios,U,u,0day,1670
base,ms,android,O,r,>90day,1668
this,ms,android,N,r,0day,1660
this,ms,android,N,u,1-7day,1658
base,ms,ios,N,a,>90day,1657
this,ms,ios,N,a,>90day,1657
base,tv,android,E,i,>90day,1652
base,ms,android,s,r,1-7day,1646
this,tv,android,X,s,1-7day,1645
this,ms,android,s,r,1-7day,1641
this,tv,android,Y,s,8-30day,1640
this,md,android,D,n,31-90day,1633
base,ms,android,E,e,1-7day,1629
this,ms,ios,G,n,1-7day,1626
this,tv,ios,N,i,31-90day,1623
base,ms,android,s,r,31-90day,1623
this,ms,ios,Y,s,0day,1615
base,tv,android,H,n,>90day,1615
base,ms,ios,R,n,>90day,1614
base,tv,android,S,n,0day,1611
this,tv,android,N,n,31-90day,1611
this,ems,android,E,r,>90day,1602
this,ms,ios,O,s,31-90day,1600
base,tv,android,E,r,0day,1599
this,tv,android,O,s,1-7day,1589
this,tv,android,H,n,>90day,1589
this,ms,android,R,r,1-7day,1584
this,ms,ios,H,n,>90day,1583
this,ms,android,s,r,31-90day,1567
this,ms,ios,R,t,0day,1564
base,ms,ios,X,s,1-7day,1563
this,tv,android,E,i,>90day,1559
base,tv,android,N,n,31-90day,1557
base,ms,ios,H,n,>90day,1550
base,tv,android,G,n,1-7day,1543
base,ms,ios,R,t,0day,1541
base,ems,ios,H,h,0day,1541
this,ms,ios,Y,n,8-30day,1539
base,tv,android,N,u,>90day,1538
base,ms,ios,S,r,0day,1535
this,tv,android,D,n,1-7day,1532
this,ems,android,E,n,>90day,1529
this,tv,ios,R,r,>90day,1527
this,ms,android,E,u,>90day,1527
base,ms,android,H,n,1-7day,1525
this,ms,android,H,n,1-7day,1514
this,ms,android,E,i,1-7day,1509
base,ms,android,s,r,8-30day,1508
base,ms,android,H,y,8-30day,1505
base,ms,android,Y,h,8-30day,1505
this,ms,android,U,k,0day,1503
this,ms,android,K,j,31-90day,1500
this,ms,ios,R,r,0day,1498
base,ms,android,S,l,>90day,1496
base,tv,ios,R,r,>90day,1495
this,ms,android,Y,n,0day,1495
this,ms,ios,N,n,>90day,1483
this,tv,android,N,u,>90day,1481
base,ems,android,N,n,1-7day,1481
base,ms,android,U,k,0day,1481
this,ms,ios,R,n,>90day,1480
base,ms,android,U,k,1-7day,1480
this,ms,android,K,r,31-90day,1476
base,ems,android,E,r,>90day,1469
base,tv,ios,E,r,31-90day,1466
base,ms,ios,R,r,0day,1463
base,tv,android,R,r,1-7day,1458
base,ms,android,Y,h,1-7day,1458
base,tv,android,K,n,1-7day,1447
base,tv,android,E,e,>90day,1447
base,ms,android,E,u,>90day,1442
base,si,android,N,i,31-90day,1442
this,ms,android,T,t,0day,1439
base,tv,android,Y,n,31-90day,1438
base,ms,android,E,n,31-90day,1437
base,ms,ios,N,n,>90day,1435
this,ms,android,D,n,1-7day,1434
this,ms,ios,D,n,>90day,1429
this,ms,android,D,n,0day,1418
this,ms,ios,T,t,1-7day,1417
base,ems,ios,N,i,8-30day,1417
base,ms,android,S,r,31-90day,1416
base,ms,android,N,a,0day,1415
this,ems,android,U,u,>90day,1413
this,tv,android,S,n,0day,1412
this,tv,android,P,a,>90day,1412
this,sd,android,N,n,>90day,1409
base,tv,android,P,a,>90day,1408
base,tv,ios,R,t,>90day,1407
this,ms,android,S,l,>90day,1396
base,tv,android,E,n,0day,1393
this,tv,android,D,n,0day,1393
base,ms,ios,D,n,>90day,1389
base,tv,android,W,n,31-90day,1387
this,tv,ios,D,n,>90day,1382
base,ms,android,E,e,0day,1381
this,tv,ios,R,t,>90day,1380
this,ems,android,N,n,1-7day,1374
base,ems,android,U,u,>90day,1369
this,tv,ios,P,n,>90day,1368
this,ms,ios,Y,n,31-90day,1361
base,ms,android,Y,h,0day,1361
this,si,android,N,n,0day,1357
base,ms,android,N,u,0day,1355
base,tv,ios,P,n,>90day,1352
this,ms,android,Y,h,8-30day,1348
base,tv,android,X,n,>90day,1347
base,tv,android,D,n,31-90day,1344
this,ms,android,E,d,1-7day,1343
this,ms,android,R,r,0day,1342
this,tv,android,N,l,8-30day,1342
this,tv,android,E,e,>90day,1341
base,ms,ios,D,n,8-30day,1339
this,tv,android,X,n,>90day,1336
base,tv,android,D,n,0day,1334
base,ms,android,s,n,>90day,1334
this,tv,android,Y,n,31-90day,1332
base,tv,android,Y,s,8-30day,1327
base,ms,android,s,r,1-7day,1327
base,tv,android,N,a,8-30day,1317
this,ms,android,E,e,0day,1316
base,tv,ios,S,n,31-90day,1314
base,ems,android,E,n,>90day,1311
this,ms,ios,U,n,>90day,1304
this,tv,android,N,s,>90day,1302
base,ms,android,E,d,0day,1302
base,ms,ios,U,n,>90day,1298
base,si,android,D,n,8-30day,1298
base,ms,ios,H,h,8-30day,1295
base,tv,android,N,l,8-30day,1292
base,tv,android,N,e,8-30day,1290
base,ms,ios,R,o,31-90day,1289
this,ms,ios,X,s,0day,1288
base,ms,android,D,i,8-30day,1285
base,ms,ios,E,n,>90day,1284
this,ms,android,s,n,>90day,1283
base,ms,android,U,k,8-30day,1281
this,ms,android,W,n,1-7day,1277
this,ems,android,D,n,31-90day,1269
base,tv,android,N,s,>90day,1263
this,tv,android,N,i,0day,1263
this,ms,ios,E,r,>90day,1260
base,ms,ios,E,r,>90day,1259
base,ms,ios,P,a,8-30day,1256
base,tv,android,N,a,>90day,1256
base,ms,ios,X,s,0day,1254
this,tv,android,N,e,8-30day,1253
this,ms,ios,E,n,>90day,1251
base,tv,android,Y,n,8-30day,1251
this,ems,ios,H,h,1-7day,1247
base,ms,android,U,r,8-30day,1243
base,si,android,D,n,0day,1243
this,ms,android,Y,h,0day,1243
this,tv,ios,E,r,8-30day,1241
base,tv,android,R,n,>90day,1235
base,tv,ios,D,n,>90day,1232
base,ms,android,E,l,>90day,1229
this,tv,android,s,n,31-90day,1226
base,ems,android,D,n,31-90day,1226
base,tv,android,T,t,8-30day,1225
base,tv,android,s,n,31-90day,1224
this,ms,android,K,r,31-90day,1222
base,ems,android,H,n,>90day,1222
this,ms,android,U,k,8-30day,1222
this,ms,android,E,n,31-90day,1213
this,si,android,D,n,8-30day,1211
this,ms,android,E,l,>90day,1206
this,ms,android,Y,d,31-90day,1206
this,tv,android,W,n,31-90day,1204
this,tv,android,N,a,8-30day,1202
this,tv,android,R,r,1-7day,1200
base,tv,ios,X,s,>90day,1199
this,tv,android,N,a,>90day,1198
this,tv,ios,N,n,8-30day,1196
base,ms,ios,Y,n,31-90day,1194
base,ms,android,U,n,8-30day,1194
this,ms,android,E,v,>90day,1189
base,ms,android,S,t,>90day,1188
base,ms,android,E,v,>90day,1180
base,tv,ios,R,r,>90day,1175
this,ms,android,S,r,31-90day,1175
this,si,android,N,i,31-90day,1174
this,ms,android,Y,h,1-7day,1172
this,ms,ios,s,n,8-30day,1171
this,tv,android,D,n,31-90day,1171
base,ms,android,R,n,31-90day,1171
base,ms,android,S,h,>90day,1171
this,ms,android,H,y,8-30day,1167
this,ms,android,D,i,8-30day,1167
this,ms,android,S,t,>90day,1164
this,tv,ios,R,r,>90day,1163
base,tv,android,R,n,>90day,1159
